Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
batch,50,891,658,1475,1654,1823,412,1823,0.000%,18.07011,4.36,2.86
TOTAL,50,891,658,1475,1654,1823,412,1823,0.000%,18.07011,4.36,2.86
