Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
batch,50,955,757,1504,2101,2765,405,2765,0.000%,14.33897,3.46,2.27
TOTAL,50,955,757,1504,2101,2765,405,2765,0.000%,14.33897,3.46,2.27
