Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
batch,150,6331,5114,14032,15221,17068,437,17142,0.000%,8.25537,1.99,1.31
TOTAL,150,6331,5114,14032,15221,17068,437,17142,0.000%,8.25537,1.99,1.31
